"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,47.43607,,
"CAN","Canada","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,47.47903,,
"CAN","Canada","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2020","2020","PC","Percentage","0","Units",,,47.09869,,
"CAN","Canada","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2021","2021","PC","Percentage","0","Units",,,47.27971,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,8578.934,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,8689.283,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,8840.9,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,8961.767,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,8706.158,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,8849.134,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,9020.559,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,9113.033,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,9217.366,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,9289.075,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,9362.533,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,9393.892,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,9602.967,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,9760.066,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,9971.408,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2020","2020","PER","Persons","3","Thousands",,,9521.809,,
"CAN","Canada","YGMA08L1_ST","Employment males","A","Annual","2021","2021","PER","Persons","3","Thousands",,,9945.9,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,53.20758,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,53.06433,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,52.87907,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,52.84341,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,52.17856,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,52.3391,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,52.53151,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,52.48566,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,52.41568,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,52.54841,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,52.61626,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,52.44593,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,52.5296,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,52.56393,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,52.52097,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2020","2020","PC","Percentage","0","Units",,,52.90121,,
"CAN","Canada","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2021","2021","PC","Percentage","0","Units",,,52.72021,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2005","2005","PER","Persons","3","Thousands",,,438.3917,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2006","2006","PER","Persons","3","Thousands",,,429.1667,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2007","2007","PER","Persons","3","Thousands",,,412.9083,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008","PER","Persons","3","Thousands",,,401.425,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009","PER","Persons","3","Thousands",,,386.7,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010","PER","Persons","3","Thousands",,,372.025,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011","PER","Persons","3","Thousands",,,374.725,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012","PER","Persons","3","Thousands",,,372.5417,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013","PER","Persons","3","Thousands",,,380.6583,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014","PER","Persons","3","Thousands",,,370.8,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015","PER","Persons","3","Thousands",,,361.2583,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016","PER","Persons","3","Thousands",,,355.9417,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017","PER","Persons","3","Thousands",,,352.9667,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018","PER","Persons","3","Thousands",,,354.7417,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2019","2019","PER","Persons","3","Thousands",,,358.5417,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2020","2020","PER","Persons","3","Thousands",,,350.0333,,
"CAN","Canada","YGTT09L1_ST","Employment in agriculture","A","Annual","2021","2021","PER","Persons","3","Thousands",,,319.4167,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.71901,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.625954,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.47023,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.364512,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,2.319405,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,2.206146,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.178001,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.148259,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.166603,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.098752,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.028775,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,1.987542,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.93096,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.911892,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.890909,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.944528,,
"CAN","Canada","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.690922,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005","PER","Persons","3","Thousands",,,3562.317,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006","PER","Persons","3","Thousands",,,3538.933,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007","PER","Persons","3","Thousands",,,3548.708,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008","PER","Persons","3","Thousands",,,3584.342,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009","PER","Persons","3","Thousands",,,3334.05,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,3356.025,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,3424.617,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,3492.958,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,3504.825,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,3499.517,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,3489.975,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,3474.4,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,3526.542,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,3595.067,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,3616.425,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2020","2020","PER","Persons","3","Thousands",,,3420.717,,
"CAN","Canada","YGTT10L1_ST","Employment in industry","A","Annual","2021","2021","PER","Persons","3","Thousands",,,3565.133,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,22.04916,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,21.55115,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,21.15545,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,21.05654,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,19.90972,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,19.79617,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,19.88736,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,20.05425,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,19.87474,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,19.74297,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,19.55716,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,19.3227,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,19.22755,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,19.26972,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,18.9565,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,18.91748,,
"CAN","Canada","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,18.82278,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2005","2005","PER","Persons","3","Thousands",,,12122.86,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2006","2006","PER","Persons","3","Thousands",,,12406.9,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2007","2007","PER","Persons","3","Thousands",,,12757.51,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2008","2008","PER","Persons","3","Thousands",,,12973.37,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2009","2009","PER","Persons","3","Thousands",,,12964.6,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2010","2010","PER","Persons","3","Thousands",,,13179.28,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2011","2011","PER","Persons","3","Thousands",,,13372.37,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2012","2012","PER","Persons","3","Thousands",,,13497.38,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2013","2013","PER","Persons","3","Thousands",,,13699.64,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2014","2014","PER","Persons","3","Thousands",,,13806.91,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2015","2015","PER","Persons","3","Thousands",,,13942.78,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2016","2016","PER","Persons","3","Thousands",,,14081.26,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2017","2017","PER","Persons","3","Thousands",,,14401.54,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2018","2018","PER","Persons","3","Thousands",,,14618.22,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2019","2019","PER","Persons","3","Thousands",,,15010.69,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2020","2020","PER","Persons","3","Thousands",,,14228.45,,
"CAN","Canada","YGTT11L1_ST","Employment in services","A","Annual","2021","2021","PER","Persons","3","Thousands",,,14980.85,,
"CAN","Canada","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,75.23183,,
